"customer_id","purchase_amount","date_of_purchase","days_since"
18980,30,2005-05-06,3891.66666666667
19100,20,2005-05-10,3887.66666666667
19150,30,2012-12-31,1095.66666666667
19200,15,2005-05-24,3873.66666666667
19300,15,2005-08-06,3799.66666666667
19350,20,2012-12-07,1119.66666666667
19410,15,2005-05-25,3872.66666666667
19410,20,2011-03-02,1765.66666666667
19680,60,2009-06-26,2379.66666666667
19680,80,2011-04-20,1716.66666666667
19880,60,2012-12-12,1114.66666666667
20170,160,2010-09-15,1933.66666666667
20240,10,2006-09-09,3400.66666666667
20240,10,2009-07-10,2365.66666666667
20390,25,2008-03-20,2842.66666666667
20500,15,2005-08-27,3778.66666666667
20520,50,2009-07-10,2365.66666666667
20530,30,2006-11-08,3340.66666666667
21510,30,2013-05-21,954.666666666667
26310,50,2007-05-18,3149.66666666667
27250,20,2010-05-14,2057.66666666667
28360,30,2011-11-09,1513.66666666667
29980,100,2011-04-20,1716.66666666667
31940,30,2006-11-29,3319.66666666667
32320,50,2006-10-20,3359.66666666667
33190,50,2006-10-18,3361.66666666667
33790,100,2007-12-31,2922.66666666667
34500,500,2013-06-04,940.666666666667
36500,30,2012-01-31,1430.66666666667
38000,40,2011-08-31,1583.66666666667
38460,30,2006-10-17,3362.66666666667
39610,20,2012-03-08,1393.66666666667
39920,50,2007-01-24,3263.66666666667
40410,30,2006-11-04,3344.66666666667
40410,50,2014-04-19,621.666666666667
41800,100,2010-12-01,1856.66666666667
42750,20,2012-11-02,1154.66666666667
42900,2006,2007-11-08,2975.66666666667
43780,50,2011-09-23,1560.66666666667
46490,20,2007-10-17,2997.66666666667
46490,20,2010-09-29,1919.66666666667
46590,30,2005-10-14,3730.66666666667
46800,15,2005-10-25,3719.66666666667
46860,60,2009-01-23,2533.66666666667
47070,50,2009-12-31,2191.66666666667
47190,50,2007-11-23,2960.66666666667
47250,30,2006-11-14,3334.66666666667
47330,15,2005-12-20,3663.66666666667
47500,10,2010-04-09,2092.66666666667
47750,90,2011-12-23,1469.66666666667
47850,152.45,2006-01-28,3624.66666666667
48580,50,2010-06-30,2010.66666666667
48940,30,2007-11-30,2953.66666666667
49190,30,2008-10-30,2618.66666666667
49190,30,2009-10-02,2281.66666666667
49360,50,2011-08-10,1604.66666666667
49360,50,2012-07-07,1272.66666666667
49370,30,2009-05-09,2427.66666666667
49600,60,2006-07-21,3450.66666666667
49610,30,2008-07-12,2728.66666666667
49620,30,2006-07-21,3450.66666666667
49890,50,2008-10-25,2623.66666666667
51020,20,2006-11-18,3330.66666666667
51070,60,2010-05-28,2043.66666666667
51140,15,2007-09-05,3039.66666666667
51140,10,2008-01-18,2904.66666666667
51620,50,2006-11-21,3327.66666666667
51670,20,2007-06-27,3109.66666666667
51690,30,2012-12-31,1095.66666666667
51750,30,2011-12-17,1475.66666666667
52100,100,2012-12-07,1119.66666666667
52180,30,2008-01-29,2893.66666666667
52340,30,2012-12-21,1105.66666666667
52370,30,2008-12-31,2556.66666666667
52380,100,2007-10-03,3011.66666666667
52770,30,2014-04-19,621.666666666667
52800,15,2006-11-29,3319.66666666667
52880,30,2008-12-11,2576.66666666667
52880,40,2012-12-30,1096.66666666667
53060,60,2012-01-25,1436.66666666667
53070,40,2007-01-30,3257.66666666667
53070,30,2007-10-03,3011.66666666667
53070,50,2013-06-27,917.666666666667
53400,15,2007-06-28,3108.66666666667
54170,700,2010-08-06,1973.66666666667
54660,50,2006-12-09,3309.66666666667
54840,30,2013-08-22,861.666666666667
54870,50,2009-12-17,2205.66666666667
54940,20,2008-11-29,2588.66666666667
55080,70,2013-10-04,818.666666666667
55100,20,2006-12-13,3305.66666666667
55160,30,2006-12-13,3305.66666666667
55530,15,2010-12-31,1826.66666666667
55580,20,2012-04-12,1358.66666666667
55740,15,2006-12-14,3304.66666666667
55750,50,2011-07-09,1636.66666666667
55890,50,2007-10-25,2989.66666666667
55990,60,2008-12-31,2556.66666666667
55990,50,2010-12-31,1826.66666666667
56080,30,2009-11-27,2225.66666666667
56400,400,2007-10-26,2988.66666666667
56530,100,2010-09-22,1926.66666666667
56570,30,2006-12-22,3296.66666666667
56650,200,2011-12-23,1469.66666666667
56870,50,2007-10-17,2997.66666666667
56930,200,2007-04-12,3185.66666666667
57000,200,2013-10-25,797.666666666667
57050,30,2009-12-04,2218.66666666667
57210,20,2006-12-26,3292.66666666667
57390,20,2011-07-23,1622.66666666667
57420,50,2006-12-28,3290.66666666667
57490,30,2006-12-29,3289.66666666667
57540,25,2006-12-29,3289.66666666667
57550,60,2006-12-29,3289.66666666667
57650,30,2006-12-29,3289.66666666667
57730,15,2006-12-29,3289.66666666667
57750,50,2006-12-29,3289.66666666667
57780,500,2013-02-01,1063.66666666667
57950,50,2010-04-16,2085.66666666667
57950,50,2011-05-04,1702.66666666667
58000,20,2006-12-30,3288.66666666667
58010,55,2012-07-07,1272.66666666667
58180,15,2006-12-31,3287.66666666667
58260,30,2010-09-17,1931.66666666667
58300,15,2010-12-15,1842.66666666667
58370,20,2007-12-07,2946.66666666667
58450,20,2007-10-10,3004.66666666667
58530,80,2010-12-17,1840.66666666667
58600,25,2006-12-31,3287.66666666667
58650,150,2007-12-19,2934.66666666667
58740,30,2011-08-19,1595.66666666667
58800,15,2010-12-26,1831.66666666667
59120,40,2009-12-23,2199.66666666667
59150,30,2010-05-28,2043.66666666667
59170,20,2006-12-31,3287.66666666667
59200,30,2006-12-31,3287.66666666667
59220,50,2012-06-28,1281.66666666667
59320,20,2006-12-31,3287.66666666667
59350,40,2008-12-20,2567.66666666667
59970,30,2009-05-06,2430.66666666667
60300,100,2012-12-01,1125.66666666667
60460,50,2006-12-31,3287.66666666667
60480,50,2008-08-07,2702.66666666667
60550,50,2011-03-16,1751.66666666667
60570,30,2011-12-23,1469.66666666667
60570,30,2013-12-21,740.666666666667
60640,50,2013-12-31,730.666666666667
60680,30,2007-10-23,2991.66666666667
60950,50,2010-12-31,1826.66666666667
60980,50,2011-12-17,1475.66666666667
61290,40,2007-08-21,3054.66666666667
61360,15,2006-12-31,3287.66666666667
61650,40,2011-12-31,1461.66666666667
62110,50,2007-01-20,3267.66666666667
62390,10,2007-01-24,3263.66666666667
62550,40,2011-09-28,1555.66666666667
62590,6,2007-01-24,3263.66666666667
62750,45,2011-01-21,1805.66666666667
62850,30,2013-05-21,954.666666666667
62860,15,2007-12-31,2922.66666666667
62870,30,2011-11-25,1497.66666666667
62990,40,2007-01-26,3261.66666666667
63560,30,2012-11-23,1133.66666666667
64700,30,2009-05-06,2430.66666666667
65050,20,2012-12-31,1095.66666666667
65140,50,2007-02-27,3229.66666666667
65380,45,2010-04-21,2080.66666666667
65810,30,2010-03-19,2113.66666666667
65830,200,2011-03-04,1763.66666666667
65940,50,2011-03-23,1744.66666666667
65940,50,2014-05-24,586.666666666667
66140,40,2007-03-20,3208.66666666667
66230,30,2009-03-18,2479.66666666667
66240,15,2007-03-20,3208.66666666667
66320,50,2007-03-20,3208.66666666667
66480,20,2007-03-23,3205.66666666667
66580,50,2011-06-24,1651.66666666667
66630,15,2012-03-01,1400.66666666667
66880,15,2013-12-20,741.666666666667
66980,60,2013-12-31,730.666666666667
67180,15,2011-04-29,1707.66666666667
67350,45,2012-08-17,1231.66666666667
67430,40,2012-12-27,1099.66666666667
67560,30,2011-12-31,1461.66666666667
67720,10,2013-12-31,730.666666666667
67920,30,2007-12-21,2932.66666666667
68000,50,2012-11-29,1127.66666666667
68390,20,2012-03-10,1391.66666666667
68480,30,2013-12-04,757.666666666667
68530,50,2007-04-12,3185.66666666667
68630,30,2007-12-20,2933.66666666667
68720,50,2009-12-23,2199.66666666667
68920,40,2012-03-03,1398.66666666667
69180,20,2013-12-31,730.666666666667
69380,100,2007-11-21,2962.66666666667
69670,30,2009-12-11,2211.66666666667
69860,15,2007-04-20,3177.66666666667
70030,30,2010-12-08,1849.66666666667
70640,50,2007-04-27,3170.66666666667
70700,30,2007-12-07,2946.66666666667
72100,25,2007-05-11,3156.66666666667
72290,50,2007-05-11,3156.66666666667
72690,20,2007-05-15,3152.66666666667
73250,50,2007-05-17,3150.66666666667
73400,20,2007-05-18,3149.66666666667
73680,35,2007-05-22,3145.66666666667
73680,50,2011-11-09,1513.66666666667
73720,50,2013-08-28,855.666666666667
73840,100,2007-05-22,3145.66666666667
74390,60,2008-10-02,2646.66666666667
74440,30,2009-06-09,2396.66666666667
74470,20,2012-12-12,1114.66666666667
74650,30,2009-03-25,2472.66666666667
74670,15,2007-06-01,3135.66666666667
75010,20,2007-06-07,3129.66666666667
75060,10,2007-06-07,3129.66666666667
75150,50,2011-12-23,1469.66666666667
75280,30,2007-06-07,3129.66666666667
75670,30,2007-06-13,3123.66666666667
75770,50,2007-06-14,3122.66666666667
75830,50,2007-06-15,3121.66666666667
75930,10,2007-06-19,3117.66666666667
75940,10,2007-06-19,3117.66666666667
75990,50,2010-12-31,1826.66666666667
76060,100,2007-10-17,2997.66666666667
76440,3500,2010-05-26,2045.66666666667
76620,50,2013-10-23,799.666666666667
76760,30,2007-10-05,3009.66666666667
77480,50,2008-11-14,2603.66666666667
77680,30,2007-07-11,3095.66666666667
77720,20,2009-12-04,2218.66666666667
77770,100,2009-01-07,2549.66666666667
77900,50,2007-07-11,3095.66666666667
78400,30,2007-11-23,2960.66666666667
78410,30,2008-05-15,2786.66666666667
79480,75,2009-05-20,2416.66666666667
79660,30,2008-04-19,2812.66666666667
80210,30,2007-08-16,3059.66666666667
80260,10,2007-08-16,3059.66666666667
80570,50,2010-12-26,1831.66666666667
80580,30,2007-08-21,3054.66666666667
80590,60,2011-12-31,1461.66666666667
80650,10,2012-09-12,1205.66666666667
80750,45,2010-10-27,1891.66666666667
80840,25,2008-07-05,2735.66666666667
80910,50,2007-08-24,3051.66666666667
80980,30,2007-08-24,3051.66666666667
81300,20,2009-09-03,2310.66666666667
81320,20,2007-08-28,3047.66666666667
81450,50,2013-12-31,730.666666666667
81550,30,2013-10-25,797.666666666667
81680,25,2007-09-05,3039.66666666667
81820,30,2010-12-31,1826.66666666667
81830,30,2010-02-03,2157.66666666667
81910,20,2007-09-07,3037.66666666667
82070,50,2007-09-08,3036.66666666667
82240,45,2012-02-08,1422.66666666667
82390,50,2009-12-12,2210.66666666667
82600,80,2012-03-01,1400.66666666667
82670,20,2013-01-19,1076.66666666667
83080,30,2011-11-30,1492.66666666667
83120,1200,2009-05-22,2414.66666666667
83300,20,2007-09-28,3016.66666666667
83330,20,2007-09-28,3016.66666666667
83470,20,2007-10-03,3011.66666666667
83830,25,2007-10-10,3004.66666666667
83890,30,2008-12-31,2556.66666666667
84120,25,2009-12-09,2213.66666666667
84170,30,2009-12-29,2193.66666666667
84510,30,2009-12-19,2203.66666666667
84650,30,2012-03-15,1386.66666666667
84900,30,2009-12-23,2199.66666666667
85350,10,2008-12-31,2556.66666666667
85590,30,2008-12-31,2556.66666666667
85650,30,2007-11-03,2980.66666666667
86580,30,2009-06-03,2402.66666666667
86590,10,2007-11-13,2970.66666666667
86780,30,2007-11-14,2969.66666666667
86960,150,2010-11-13,1874.66666666667
87150,25,2007-11-21,2962.66666666667
87200,100,2010-12-08,1849.66666666667
87740,30,2008-10-09,2639.66666666667
87740,30,2010-12-01,1856.66666666667
87740,100,2014-04-22,618.666666666667
88020,30,2007-11-23,2960.66666666667
88370,15,2013-12-31,730.666666666667
88950,130,2013-07-06,908.666666666667
89010,60,2008-12-28,2559.66666666667
89230,45,2007-12-05,2948.66666666667
89340,45,2007-12-05,2948.66666666667
89460,30,2009-06-03,2402.66666666667
89470,75,2009-11-27,2225.66666666667
89650,100,2010-12-17,1840.66666666667
89860,25,2007-12-13,2940.66666666667
89940,20,2009-03-25,2472.66666666667
90200,30,2007-12-19,2934.66666666667
90400,30,2007-12-20,2933.66666666667
90440,30,2007-12-20,2933.66666666667
90930,100,2007-12-27,2926.66666666667
90960,50,2013-12-04,757.666666666667
91160,50,2010-12-31,1826.66666666667
91160,50,2011-12-31,1461.66666666667
91410,30,2013-12-31,730.666666666667
91470,30,2008-12-31,2556.66666666667
91510,45,2008-12-31,2556.66666666667
91680,80,2007-12-31,2922.66666666667
91720,100,2007-12-31,2922.66666666667
92250,50,2008-12-04,2583.66666666667
92250,50,2012-12-21,1105.66666666667
92310,30,2010-05-28,2043.66666666667
92430,50,2008-01-16,2906.66666666667
92660,20,2012-11-29,1127.66666666667
92730,20,2008-01-22,2900.66666666667
93020,25,2008-01-24,2898.66666666667
93060,15,2008-01-24,2898.66666666667
93350,60,2008-01-31,2891.66666666667
93380,30,2013-12-31,730.666666666667
93610,30,2008-05-23,2778.66666666667
93900,20,2008-03-20,2842.66666666667
94210,25,2008-03-26,2836.66666666667
94390,30,2013-10-30,792.666666666667
94490,25,2008-04-02,2829.66666666667
94580,30,2012-12-07,1119.66666666667
94820,10,2008-04-05,2826.66666666667
94820,20,2013-11-05,786.666666666667
94860,200,2008-04-05,2826.66666666667
95220,60,2012-03-01,1400.66666666667
95250,10,2014-05-24,586.666666666667
95450,60,2010-11-26,1861.66666666667
95800,30,2009-09-30,2283.66666666667
95880,30,2009-12-29,2193.66666666667
95980,30,2012-08-25,1223.66666666667
96050,15,2008-04-19,2812.66666666667
96380,60,2009-07-31,2344.66666666667
96480,30,2008-04-23,2808.66666666667
96630,30,2008-06-12,2758.66666666667
96710,30,2008-04-24,2807.66666666667
97590,60,2009-03-20,2477.66666666667
97700,25,2008-05-02,2799.66666666667
97790,20,2008-05-02,2799.66666666667
98000,30,2008-05-14,2787.66666666667
98130,50,2012-10-24,1163.66666666667
98190,25,2008-05-15,2786.66666666667
98290,30,2008-05-15,2786.66666666667
98300,30,2008-05-15,2786.66666666667
98320,80,2012-09-26,1191.66666666667
98330,15,2008-05-15,2786.66666666667
98580,30,2008-05-23,2778.66666666667
99230,10,2008-06-07,2763.66666666667
99440,50,2010-07-02,2008.66666666667
99890,20,2008-06-18,2752.66666666667
100140,60,2013-12-31,730.666666666667
100540,30,2008-07-02,2738.66666666667
100760,30,2008-10-04,2644.66666666667
101510,100,2010-11-19,1868.66666666667
101790,65,2013-11-13,778.666666666667
102090,30,2008-12-20,2567.66666666667
102290,40,2008-07-23,2717.66666666667
103060,20,2009-11-06,2246.66666666667
103140,30,2009-01-31,2525.66666666667
103170,30,2008-08-02,2707.66666666667
103320,10,2012-04-07,1363.66666666667
103430,25,2009-11-06,2246.66666666667
103620,25,2008-08-07,2702.66666666667
103870,40,2008-08-13,2696.66666666667
104180,20,2008-09-11,2667.66666666667
104290,80,2008-08-23,2686.66666666667
104350,30,2013-02-28,1036.66666666667
104640,80,2010-12-28,1829.66666666667
104730,65,2012-12-23,1103.66666666667
105050,15,2008-09-13,2665.66666666667
105430,25,2008-09-27,2651.66666666667
105560,10,2008-10-02,2646.66666666667
105620,25,2008-10-04,2644.66666666667
105660,25,2008-10-04,2644.66666666667
105710,25,2008-10-04,2644.66666666667
106530,15,2008-10-16,2632.66666666667
106720,20,2008-10-16,2632.66666666667
106910,150,2012-12-21,1105.66666666667
106920,30,2012-06-28,1281.66666666667
107060,30,2008-10-18,2630.66666666667
107350,40,2008-10-18,2630.66666666667
107490,40,2008-10-18,2630.66666666667
107620,25,2009-11-04,2248.66666666667
108280,20,2011-11-23,1499.66666666667
108280,20,2012-12-01,1125.66666666667
108350,40,2009-10-23,2260.66666666667
108410,30,2009-10-07,2276.66666666667
108450,30,2008-10-25,2623.66666666667
108500,30,2009-12-26,2196.66666666667
108970,150,2011-03-09,1758.66666666667
109100,10,2012-03-03,1398.66666666667
109180,30,2008-11-02,2615.66666666667
109290,500,2008-11-02,2615.66666666667
109360,10,2008-11-05,2612.66666666667
109380,40,2009-11-04,2248.66666666667
109480,50,2012-12-31,1095.66666666667
109600,20,2008-11-08,2609.66666666667
109930,15,2008-11-08,2609.66666666667
110200,50,2011-11-03,1519.66666666667
110240,10,2008-11-13,2604.66666666667
110390,20,2008-11-14,2603.66666666667
110410,10,2008-11-14,2603.66666666667
110440,25,2008-11-14,2603.66666666667
110450,50,2014-04-30,610.666666666667
110480,40,2008-11-14,2603.66666666667
110530,100,2009-12-16,2206.66666666667
111040,50,2008-11-22,2595.66666666667
111900,30,2012-10-18,1169.66666666667
112060,20,2008-12-06,2581.66666666667
112860,50,2009-12-19,2203.66666666667
112940,100,2008-12-18,2569.66666666667
112960,30,2010-11-04,1883.66666666667
112980,40,2008-12-18,2569.66666666667
113070,50,2009-09-23,2290.66666666667
113090,120,2013-09-28,824.666666666667
113240,20,2008-12-18,2569.66666666667
113360,40,2008-12-19,2568.66666666667
113560,30,2009-02-28,2497.66666666667
113680,30,2008-12-20,2567.66666666667
113780,30,2009-12-31,2191.66666666667
113840,40,2012-12-31,1095.66666666667
114480,20,2008-12-27,2560.66666666667
114540,30,2008-12-28,2559.66666666667
114710,10,2008-12-31,2556.66666666667
114910,30,2009-12-31,2191.66666666667
115000,30,2012-12-21,1105.66666666667
115110,50,2008-12-31,2556.66666666667
115130,150,2012-05-17,1323.66666666667
115170,35,2010-11-13,1874.66666666667
115170,50,2011-12-31,1461.66666666667
115300,20,2008-12-31,2556.66666666667
115400,50,2011-12-17,1475.66666666667
115460,30,2011-10-14,1539.66666666667
116170,50,2009-12-26,2196.66666666667
116310,20,2010-12-15,1842.66666666667
116330,40,2010-05-07,2064.66666666667
116470,10,2009-01-22,2534.66666666667
116600,50,2010-12-08,1849.66666666667
116610,40,2010-06-18,2022.66666666667
116700,15,2009-12-31,2191.66666666667
117070,10,2009-02-06,2519.66666666667
117420,15,2009-02-18,2507.66666666667
117850,10,2009-02-28,2497.66666666667
118240,30,2010-05-14,2057.66666666667
118550,30,2011-04-27,1709.66666666667
118750,30,2011-04-27,1709.66666666667
119270,20,2009-04-18,2448.66666666667
120380,50,2011-09-16,1567.66666666667
120680,10,2011-04-20,1716.66666666667
120710,30,2009-12-31,2191.66666666667
121070,50,2010-12-15,1842.66666666667
121460,20,2010-10-22,1896.66666666667
121530,30,2009-05-30,2406.66666666667
121530,30,2010-12-15,1842.66666666667
121840,30,2009-06-03,2402.66666666667
122000,200,2011-06-01,1674.66666666667
123070,25,2009-06-19,2386.66666666667
123170,20,2009-12-12,2210.66666666667
123200,15,2014-04-19,621.666666666667
123390,100,2009-06-26,2379.66666666667
123660,30,2014-02-14,685.666666666667
123870,40,2009-07-08,2367.66666666667
124120,15,2009-07-10,2365.66666666667
124520,200,2009-12-31,2191.66666666667
124890,60,2010-09-24,1924.66666666667
125160,30,2010-03-24,2108.66666666667
126640,30,2010-12-31,1826.66666666667
126660,100,2011-12-31,1461.66666666667
128140,200,2012-06-28,1281.66666666667
128350,30,2009-10-21,2262.66666666667
129520,20,2012-10-18,1169.66666666667
129540,12,2010-10-06,1912.66666666667
129670,10,2013-10-31,791.666666666667
129740,30,2009-10-30,2253.66666666667
129790,30,2010-09-24,1924.66666666667
129800,100,2011-06-03,1672.66666666667
129920,30,2009-11-04,2248.66666666667
130070,70,2011-10-28,1525.66666666667
130130,100,2011-12-23,1469.66666666667
130830,50,2009-11-18,2234.66666666667
131220,75,2013-10-22,800.666666666667
131480,30,2010-11-24,1863.66666666667
131530,30,2009-11-26,2226.66666666667
131660,35,2013-02-23,1041.66666666667
132110,65,2011-12-23,1469.66666666667
132260,40,2009-12-09,2213.66666666667
132300,70,2013-10-11,811.666666666667
132420,50,2010-06-25,2015.66666666667
132670,30,2009-12-12,2210.66666666667
132930,10,2012-11-29,1127.66666666667
133190,20,2010-11-19,1868.66666666667
133390,10,2012-01-27,1434.66666666667
133420,30,2009-12-18,2204.66666666667
133480,20,2009-12-22,2200.66666666667
133540,30,2009-12-23,2199.66666666667
133810,30,2008-08-17,2692.66666666667
133830,50,2009-12-29,2193.66666666667
133980,20,2009-12-29,2193.66666666667
134170,50,2009-12-31,2191.66666666667
134350,100,2012-12-21,1105.66666666667
134690,30,2009-12-31,2191.66666666667
135000,50,2012-12-31,1095.66666666667
135440,60,2010-10-27,1891.66666666667
135620,60,2012-12-21,1105.66666666667
136320,20,2010-02-12,2148.66666666667
136500,15,2010-02-17,2143.66666666667
136540,50,2010-02-17,2143.66666666667
136540,75,2014-03-29,642.666666666667
136550,15,2012-02-24,1406.66666666667
137260,30,2010-11-04,1883.66666666667
137750,10,2010-03-24,2108.66666666667
137760,200,2013-10-30,792.666666666667
137910,100,2010-03-25,2107.66666666667
138570,40,2013-04-12,993.666666666667
138710,90,2012-12-07,1119.66666666667
138710,90,2013-11-05,786.666666666667
139050,50,2011-06-29,1646.66666666667
139090,100,2011-01-12,1814.66666666667
139390,50,2011-10-14,1539.66666666667
139740,60,2011-05-14,1692.66666666667
139980,30,2010-04-30,2071.66666666667
140310,60,2010-05-13,2058.66666666667
140630,20,2010-05-18,2053.66666666667
141230,250,2012-12-01,1125.66666666667
141270,15,2011-11-09,1513.66666666667
141760,45,2014-03-29,642.666666666667
141960,25,2010-06-16,2024.66666666667
142070,25,2010-06-17,2023.66666666667
142240,60,2013-05-24,951.666666666667
142390,30,2010-06-23,2017.66666666667
142440,30,2010-06-23,2017.66666666667
142460,20,2010-06-23,2017.66666666667
142470,30,2010-06-23,2017.66666666667
142590,10,2010-06-25,2015.66666666667
142950,30,2013-07-10,904.666666666667
142970,20,2010-07-02,2008.66666666667
143000,30,2010-07-02,2008.66666666667
143200,30,2011-12-02,1490.66666666667
143380,40,2013-12-31,730.666666666667
143540,10,2010-07-09,2001.66666666667
143820,30,2011-11-09,1513.66666666667
144020,20,2010-07-15,1995.66666666667
144310,20,2010-10-13,1905.66666666667
144610,1000,2011-11-10,1512.66666666667
144970,200,2012-12-07,1119.66666666667
144820,50,2012-06-16,1293.66666666667
145000,30,2011-12-31,1461.66666666667
145450,90,2012-12-27,1099.66666666667
